imdb_id,release_year,Director,original_language,Poster_Link
331933,2005.0,Ruth Greenberg,en,
3863552,2015.0,Kabir Khan,hi,"https://m.media-amazon.com/images/M/MV5BMjE1NjQ5ODc2NV5BMl5BanBnXkFtZTgwOTM5ODIxNjE@._V1_UY98_CR0,0,67,98_AL_.jpg"
8108198,2018.0,Sriram Raghavan,hi,"https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg"
96071,1988.0,Claude Berri,en,
71577,1974.0,Anne Fontaine,en,
116329,1996.0,John Roberts,en,
42804,1950.0,Jahmar Hill,es,
3671542,2015.0,Unknown,en,
2235108,2014.0,Elliot Wallis,en,
100332,1991.0,Kexin Lu,en,
331468,2003.0,Brian Robbins,en,
7670212,2019.0,Tim Johnson,de,
11698630,2021.0,Marion Khier Ybañez,es,
5979874,2017.0,Andrew Kam,ja,
4191054,2015.0,Oliver Williams,en,
110613,1994.0,Peter Hewitt,en,
4065308,2014.0,Thea Gajic,it,
114614,1995.0,Peter Mackie Burns,en,
67588,1971.0,Michael Showalter,en,
312843,2001.0,Andrew Kam,ja,
5912454,2016.0,Uwe Boll,en,
1747958,2013.0,Tijen Mustafa,en,
417001,2005.0,Károly Makk,en,
6916362,2018.0,Warren Beatty,da,
79351,1979.0,William Eubank,it,
119432,1997.0,Valery Todorovsky,en,
3019796,2014.0,Jonathan Kasdan,fr,
1361318,2014.0,Doze Niu Cheng-Tse,en,
109287,1994.0,George Sluizer,en,
167038,1998.0,Youji Kuri,en,
110725,1994.0,Suresh Krishna,en,
2784678,2014.0,Todd Haynes,en,
274155,2001.0,Cameron Macgowan,fr,
35279,1942.0,Tom McCarthy,en,
15831226,2022.0,Gene Wilder,en,
6892206,2017.0,Karel Kachyňa,it,
63759,1968.0,Roman Polanski,sv,
3409392,2014.0,Woody Allen,fr,
8836988,2019.0,Unknown,en,
104558,1992.0,Kimberly Peirce,cn,
13207508,2021.0,Anna Boden,en,
401085,2005.0,Jean-Marc Vallée,fr,"https://m.media-amazon.com/images/M/MV5BMTU3MDc2MjUwMV5BMl5BanBnXkFtZTcwNzQyMDAzMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg"
785007,2008.0,Sion Sono,en,
114608,1995.0,Tracey Moffatt,en,
1320239,2010.0,Rajko Ranfl,en,
2076251,2011.0,"Annette Cohen, Nancy Dowd, Liv Ullmann, Mai Zetterling",it,
2465146,2014.0,Peter Weir,en,
95889,1988.0,Christian Duguay,en,
4082068,2015.0,George P. Cosmatos,fr,
375920,2004.0,Andrey Zvyagintsev,en,
1405365,2012.0,Neda Shadanlou,en,
1634003,2013.0,Waddah Alfahed,es,
114478,1995.0,Ivan Sosnin,en,
86361,1983.0,Raúl de la Fuente,en,
7129636,2019.0,rapparu,en,
3726704,2015.0,Joe Nussbaum,en,
1604171,2011.0,Vlatko Gilić,en,
12,1897.0,Bob Rafelson,fr,
92925,1987.0,Kabir Bhatia,en,
2716382,2020.0,David Lynch,en,
78754,1979.0,Bob Fosse,en,"https://m.media-amazon.com/images/M/MV5BZWE4N2JkNDUtZDU4MC00ZjNhLTlkMjYtOTNkMjZhMDAwMDMyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg"
109592,1994.0,Giles Lovell-Wilson,it,
110213,1994.0,Wolfgang Reitherman,en,"https://m.media-amazon.com/images/M/MV5BMjAwMTExODExNl5BMl5BanBnXkFtZTgwMjM2MDgyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
94006,1987.0,Ken Kwapis,en,
810827,2006.0,Unknown,ja,
4180560,2019.0,Valentina Rosset,en,
87365,1984.0,Terrence Malick,en,
84237,1982.0,William Malone,en,
57427,1962.0,Antoine Fuqua,en,
213203,2000.0,R. P. Bala,en,
4323594,2019.0,Junqing Duanmu,es,
4652650,2018.0,Joanna Gaspar,en,
338763,2003.0,Fred Dekker,ja,
1124039,2009.0,Tomasz Zygadło,en,
4897822,2015.0,Andy Serkis,en,
2268617,2012.0,Andrea Ashton,en,
83680,1982.0,Harmony Korine,it,
9170516,2021.0,Jane Ashmore,da,
120185,1997.0,Kaveh Nabatian,en,
78869,1979.0,"Giulia Lina Giannetti, Paul Morgan",en,
47834,1954.0,Ben Lankester,en,
3832914,2015.0,John Landis,en,
12731980,2021.0,Tom Law,en,
283084,2002.0,Unknown,en,
168786,2002.0,Ramaa Mosley,en,
48434,1956.0,Savage Steve Holland,fr,
6515342,2017.0,Szymon Filip Choros,fr,
48281,1955.0,Alexander Mackendrick,en,"https://m.media-amazon.com/images/M/MV5BYTVlM2JmOGQtNWEwYy00NDQzLWIyZmEtOGZhMzgxZGRjZDA0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4536768,2016.0,Thomas Jahn,en,
1396226,2012.0,Vladimir Mirzoev,it,
5143226,2017.0,Andy Fickman,en,
768212,2007.0,Bill Mousoulis,en,
116477,1996.0,John McTiernan,en,"https://m.media-amazon.com/images/M/MV5BM2U5OWM5NWQtZDYwZS00NmI3LTk4NDktNzcwZjYzNmEzYWU1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg"
97443,1989.0,Tara Kerzhner,en,
87727,1984.0,Lee Kang-cheon,en,
42208,1950.0,Kang Dae-jin,en,
91557,1986.0,İlhami Tunç Gencer,en,
9775360,2019.0,Sidney Lumet,en,
76590,1977.0,Prachya Pinkaew,en,
114345,1995.0,Jamie Patterson,en,
4285496,2015.0,Brad Anderson,es,
82432,1981.0,Ron Underwood,en,
242445,2001.0,Fikret Reyhan,en,
314412,2003.0,Danuta Klosowski,en,
462244,2007.0,Unknown,en,
299930,2003.0,Adam Marand,en,
8461224,2020.0,Joey Fameli,en,
332375,2004.0,Sriram Raghavan,en,
2386237,2018.0,Oliver Parker,en,
964539,2008.0,Baz Luhrmann,en,
118570,1997.0,Paul Downs Colaizzo,en,
36855,1944.0,Luis Marías,en,
9448868,2019.0,Hirokazu Koreeda,ko,
4790268,2016.0,Oddvar Einarson,en,
3029556,2014.0,Paolo Virzì,ja,
10505316,2021.0,Unknown,fr,
6769280,2018.0,Raphael Wahl,en,
117039,1996.0,Anna Maria Maiolino,en,
67128,1971.0,Pontus Hultén,en,
1942884,2012.0,Unknown,en,
116552,1996.0,Charlotte Pryce,en,
42041,1949.0,Raoul Walsh,en,"https://m.media-amazon.com/images/M/MV5BZmI5NTA3MjItYzdhMi00MWMxLTg3OWMtYWQyYjg5MTFmM2U0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
1827487,2011.0,Takeshi Kitano,tr,
5179598,2018.0,Ti West,en,
242193,2001.0,Mark Duggan,en,
193524,1978.0,Unknown,en,
56736,1962.0,Brady Corbet,it,
7534068,2018.0,Carolina Santana,fr,
64425,1969.0,Walter Hill,fr,
82045,1982.0,Mareike Wegener,it,
2182256,2014.0,Nikki Belfiglio,en,
238552,2001.0,Maiko Endo,en,
20225374,2022.0,Kimberly Peirce,en,
490181,2008.0,Bruce Beresford,en,
2218003,2013.0,Blake Edwards,en,
72856,1975.0,Yuki Chu,en,
82714,1981.0,David Anspaugh,it,
407265,2005.0,Jesse Peretz,en,
859635,2018.0,Nicole Kassell,en,
11742798,2021.0,Todd Haynes,en,
116704,1996.0,Boaz Yakin,cn,
51036,1957.0,Alexander Mackendrick,en,"https://m.media-amazon.com/images/M/MV5BMjE5NTU3YWYtOWIxNi00YWZhLTg2NzktYzVjZWY5MDQ4NzVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
3907790,2015.0,Antonia Bird,it,
4158624,2016.0,Nanni Moretti,en,
303714,2002.0,Juan Carlos Mora,en,
6003368,2017.0,Ringo Lam,en,
286751,2001.0,John McTiernan,ja,
396707,2009.0,Pradeep Kaalipurayath,en,
120533,1998.0,Joseph Ford,en,
1545759,2010.0,Sean Temple,fr,
80439,1980.0,Leo Adef,it,
3212904,2015.0,David Lynch,en,
6439020,2019.0,Aleah Scott,en,
102915,1991.0,Stephanie Barber,en,
362269,2004.0,Elizabeth Wood,en,
8263936,2019.0,Josema Roig,fr,
82782,1981.0,Tom Gatley,en,
6450186,2018.0,Rob Bowman,en,
6537238,2017.0,Susan Stroman,ru,
365485,2005.0,Felix Breisach,en,
3427252,2023.0,"Herbert Wernicke, Andreas Morell",en,
3628584,2016.0,Brian Robbins,en,
93677,1987.0,"Brian Large, Harry Kupfer",it,
39192,1947.0,Shyamaprasad,en,
944834,2008.0,Götz Friedrich,fr,
103994,1992.0,Unknown,es,
482603,2008.0,Richard C. Sarafian,en,
388980,2005.0,Jon Favreau,en,
1913166,2013.0,Mark Christopher,en,
5670152,2018.0,Krzysztof Warlikowski,en,
50105,1957.0,Guy Godefroy,en,
273923,2002.0,Hisham Bizri,en,
2802136,2015.0,Peter Mikulík,en,
12876132,2020.0,Rob Minkoff,en,
1134854,2010.0,Michael Chaves,en,
193253,1999.0,Renny Harlin,ja,
200027,2001.0,Adam Brooks,en,
4776998,2016.0,Brian De Palma,en,
1153040,2009.0,Tim Story,ko,
9916270,2020.0,Carlos Saura,it,
72417,1974.0,Alan Parker,en,
82846,1981.0,Mark Rydell,en,"https://m.media-amazon.com/images/M/MV5BNWQ4MGZlZmYtZjY0MS00N2JhLWE0NmMtOTMwMTk4NDQ4NjE2XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg"
308383,2003.0,Jafar Panahi,en,
1920885,2016.0,Kerstin Ahlrichs,zh,
85255,1983.0,Misha Mshvildadze,en,
13822738,2022.0,"Arianjie AZ, Nadia Yuliani",fr,
9766166,2020.0,Morris K. Sessay,en,
81541,1980.0,John Boorman,fr,
89114,1985.0,Roland Stutz,en,
229440,2000.0,Synodinos Moshidis,en,
305206,2003.0,Fan Jian,en,
119863,1997.0,Darkhanbat Ganbaatar,fr,
11127680,2021.0,"Ethan Coen, Joel Coen",en,
80474,1980.0,Harish Sajja,en,
1865368,2012.0,John Ottman,en,
82334,1982.0,Brian Robbins,en,
9288776,2019.0,Abbas Kiarostami,zh,
52948,1959.0,Wes Anderson,en,
3991412,2016.0,Ami Canaan Mann,en,
8134742,2019.0,James Orr,en,
104412,1992.0,Stephen Herek,en,
6302160,2016.0,Kabir Khan,ko,
469021,2013.0,Sriram Raghavan,en,
9048840,2020.0,Wes Craven,en,
39404,1947.0,Baz Luhrmann,en,
1204340,2011.0,Dave Fleischer,en,
4805316,2016.0,Peter R. Hunt,en,
9351980,2019.0,Justin Simien,en,
10675724,2020.0,Unknown,fr,
387914,2005.0,Mike Figgis,es,
10545076,2019.0,Martin Brest,ko,
891592,2009.0,Dean Parisot,en,
271946,2001.0,Ted Kotcheff,cn,
354836,2004.0,Ilya Naishuller,fr,
70903,1973.0,Gary Rydstrom,en,
318034,2002.0,Howard Zieff,ru,
293416,2001.0,Fritz Lang,ja,"https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
3092076,2014.0,Rachel Talalay,fr,
5262792,2017.0,Robert Aldrich,en,
2011109,2011.0,Peter Bogdanovich,en,
1989475,2012.0,Jeremiah Zagar,en,
76578,1977.0,Guillaume Canet,en,
110099,1994.0,Gary David Goldberg,en,
9308382,2020.0,Paul Saltzman,en,
162677,1999.0,"Brian Taylor, Mark Neveldine",en,
1985019,2013.0,John Pasquin,en,
2180994,2014.0,Oleh Sentsov,en,
100260,1990.0,Anoop Raj,en,
214388,2000.0,Rupert Wainwright,en,
3774466,2015.0,Antoinette Beumer,en,
116000,1996.0,Steven Seagal,en,
3230668,2014.0,Chris Rock,es,
3756788,2015.0,Giedrius Tamoševičius,ja,
4976192,2018.0,Duniya Suri,en,
9059704,2020.0,Unknown,en,
923752,2007.0,Coralie Bruschi,en,
1078188,2007.0,Jodie Turner-Smith,en,
54407,1960.0,Jose Ignacio Correa,fr,
8310474,2020.0,Lorna Simpson,en,
164212,2000.0,John Ford,en,
6570098,2021.0,Kayleigh Pepper,en,
55830,1962.0,Rob Minkoff,en,
386695,2004.0,Lasse Hallström,fr,
101787,1991.0,Ernest R. Dickerson,en,
1372686,2011.0,Martin Stalker,en,
96945,1989.0,Faith Marsh,en,
1640711,2011.0,Rob Reiner,en,
2364897,2016.0,Gary Sherman,en,
9150970,2019.0,Lawrence Fajardo,es,
2197823,2012.0,Laurence Dunmore,en,
845046,2007.0,Lee Toland Krieger,en,
2409818,2014.0,Wayne Wang,en,
1326972,2009.0,Sylvester Stallone,zh,
2262315,2016.0,Myoung So-hee,en,
3204144,2014.0,Philippe Faucon,fr,
2793490,2014.0,Daminico Lynch,en,
1946502,2019.0,Kevin Smith,en,
486051,2007.0,Tom Mankiewicz,en,
1361566,2008.0,David Lynch,ja,
78966,1979.0,Bill Condon,en,
2965412,2014.0,Michele Soavi,en,
457572,2006.0,Patrick Lussier,en,
87003,1984.0,Jon Favreau,en,
119485,1997.0,Howard Deutch,en,
95583,1988.0,Nick Cassavetes,en,
125454,1998.0,Hugh Hudson,en,
1525366,2012.0,Jules Bass,en,
8550054,2021.0,"Darrell Rooney, Lynne Southerland",sv,
378947,2004.0,"Satoshi Kon, Kou Matsuo",en,
379865,2008.0,Ten Shimoyama,en,
2561546,2014.0,George A. Romero,en,
1712192,2017.0,Tom Savini,en,
11809034,2021.0,Chad Zuver,ja,
407121,2005.0,Nikyatu Jusu,en,
2989524,2017.0,Jake Kasdan,en,
8883486,2022.0,Max Joseph,en,
968264,2011.0,Bob Spiers,en,
1486190,2010.0,James T. Flocker,en,
813980,2008.0,Alex Kendrick,en,
2954474,2015.0,Terry George,en,
85127,1983.0,Kim Ji-young,cn,
810784,2009.0,Jay Russell,en,
1288403,2009.0,Denzel Washington,en,
5034266,2017.0,Harry Bradbeer,en,
2091478,2015.0,Alexandre Aja,en,
1934234,2012.0,Ethan Coen,it,
1007920,2007.0,Luke Bouwhuis,en,
6925902,2021.0,Yeon Sang-ho,es,
1883180,2014.0,Fiona McKenzie,sv,
4771896,2016.0,Robert Shaye,es,
11079116,2020.0,Franco Zeffirelli,en,
9151704,2018.0,Kenneth Branagh,ko,
101258,1990.0,Michael Almereyda,cn,
7027092,2018.0,Jamie Uys,fr,
77523,1978.0,Jan Lenica,en,
419984,2007.0,Joseph Zito,en,
25878,1934.0,W.S. Van Dyke,en,"https://m.media-amazon.com/images/M/MV5BYmFlOWMwMjAtMDMyMC00N2JjLTllODUtZjY3YWU3NGRkM2I2L2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
119535,1997.0,Peter Weir,en,
1828995,2011.0,Rolf Thiele,fr,
1725156,2010.0,Piotr Kamler,en,
791304,2007.0,Eric Brevig,en,
9731598,2022.0,Yonosuke Minamoto,en,
283003,2003.0,Peter Weir,en,
1931602,2013.0,Andrzej Bartkowiak,en,
6905696,2018.0,Isabel Coixet,en,
78875,1979.0,Unknown,de,
9257484,2019.0,Martin Brest,en,
58003,1964.0,Dimitris Athanitis,it,
109484,1994.0,Brian Dannelly,en,
483726,2006.0,Claes Söderquist,en,
109382,1993.0,Marc Schölermann,it,
34240,1941.0,Charles Martin Smith,en,
76451,1977.0,"Stepan Koval, Oleksandr Kolodiy",en,
94894,1988.0,Annie Marr,en,
265662,2002.0,Nakamura Masanobu,en,
7830574,2018.0,"Ping-Wen Wang, Tania Galán",en,
9203694,2021.0,Diego Hauenstein,en,
276816,2002.0,Shelley McIntosh,en,
5224012,2017.0,"Lidiya Ishimbaeva, Leonid Pchyolkin",en,
3322892,2017.0,Neil Jordan,en,
13669038,2022.0,Stephen Kay,en,
9231040,2019.0,Jon M. Chu,en,
1127896,2009.0,Emile Ardolino,en,
14550642,2022.0,Mark Waters,en,
10199914,2020.0,Nuri Bilge Ceylan,en,
85933,1983.0,Pilar Ortega,ja,
3078242,2013.0,Larry Clark,el,
790781,2006.0,Richard Linklater,en,
378793,2004.0,Lambert Hillyer,en,
95925,1988.0,Jean Achache,en,
8632862,2018.0,Neil McGregor,en,
47422,1954.0,Alberto Rodríguez,en,
104237,1992.0,John Lee Hancock,en,
804452,2007.0,Michal Aronzon,en,
783640,2020.0,Stephen Padilla,en,
5147214,2016.0,Omar Galvan,id,
116130,1996.0,Reina Webster,en,
77294,1977.0,Asish Anirudhan,en,
74512,1976.0,Sam Kassover,en,
8105234,2023.0,Duncan Tucker,en,
1045670,2008.0,Jay Chandrasekhar,en,
80716,1980.0,Heiko van der Scherm,en,
107497,1993.0,Kenny Ortega,en,
5612742,2017.0,Mark Waters,en,
93137,1987.0,"Doug Sweetland, Nicholas Stoller",en,
8178486,2019.0,Heriberto Acosta,en,
1493842,2010.0,Spike Lee,en,
222851,2000.0,Tim Story,en,
2535470,2014.0,David Bowers,en,
1160524,2008.0,Kiyoshi Kurosawa,ja,
857191,2007.0,Tom McCarthy,en,"https://m.media-amazon.com/images/M/MV5BMTIzNTg3NzkzNV5BMl5BanBnXkFtZTcwNzMwMjU2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
46487,1953.0,Unknown,fr,
301199,2002.0,Woody Allen,en,
4944596,2016.0,Karel Kachyňa,es,
6918220,2019.0,Ivan Aksenchuk,fr,
337592,2003.0,"Geoff Beak, Susan Beak",en,
308353,2007.0,"Chinami Namba, Masakazu Higuchi",en,
1423894,2010.0,Mark L. Lester,en,
4273562,2016.0,Bill Condon,ja,
2910274,2014.0,Peter Sander,en,
4669296,2018.0,George Mihalka,en,
2625030,2013.0,Patrick Lussier,ko,
283509,2001.0,Danis Tanovic,bs,"https://m.media-amazon.com/images/M/MV5BMGFkNjNmZWMtNDdiOS00ZWM3LWE1ZTMtZDU3MGQyMzIyNzZhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
3268458,2014.0,Rob Marshall,en,
901686,2006.0,Richard Shepard,en,
66819,1971.0,Volodymyr Tykhyy,en,
4084744,2015.0,市川安久利,ru,
10937434,2020.0,Michael Johnson,it,
1205558,2011.0,Leigh Scott,en,
54189,1960.0,Unknown,fr,
2234261,2014.0,Lexi Alexander,en,
396184,2004.0,Bill Paxton,da,
67927,1971.0,Niels Arden Oplev,en,
122648,1997.0,"James Duffy, Jonathan van Tulleken, Griffin Dunne, Bob Odenkirk, Damon Escott, Brett Ratner, Rusty Cundieff, Will Graham, Steve Carr, Steve Baker, Steven Brill, Elizabeth Banks, Patrik Forsberg, Peter Farrelly, James Gunn",it,
22667880,2022.0,Jeff Wadlow,en,
1663143,2012.0,Jake Kasdan,en,
99180,1990.0,Jis Joy,en,
9000224,2020.0,Woody Allen,en,
96332,1988.0,George A. Romero,en,
100998,1990.0,Hiroyuki Okiura,ja,
82250,1982.0,Penny Marshall,en,
1068641,2008.0,Zbigniew Rybczyński,en,
1756750,2011.0,Julien Duvivier,fr,
6095616,2017.0,Bernard Rose,fr,
437857,2006.0,Clarence Brown,en,
6685538,2023.0,Mark Rydell,uk,
89560,1985.0,Sergey Solovyov,en,
100485,1990.0,John Badham,en,
36326,1942.0,Márton Garas,en,
3832096,2016.0,Rudolph Cartier,en,
6892462,2018.0,Ben Affleck,fr,
796302,2008.0,Vladimir Gardin,en,
1384590,2009.0,Joe Dante,en,
217630,2000.0,Albert Capellani,en,
103596,1992.0,Shari Springer Berman,en,
405508,2006.0,Rakeysh Omprakash Mehra,hi,"https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR1,0,67,98_AL_.jpg"
6018306,2017.0,Takeshi Kitano,en,
12800524,2021.0,James B. Harris,en,
7978672,2020.0,Stuart Rosenberg,en,
2059255,2012.0,Unknown,es,
14544192,2021.0,Sidney J. Furie,en,
71115,1974.0,Zack Snyder,en,
5591666,2018.0,Eric Brevig,en,
8593904,2020.0,Geoffrey Sax,en,
3838992,2016.0,Sherry Hormann,en,
3697626,2014.0,Stephen Frears,ko,
15307230,2022.0,Yimou Zhang,it,
110598,1994.0,Susu Laroche,en,
60397,1966.0,Rezo Gigineishvili,en,
5078214,2016.0,Douglas Mackinnon,fr,
78813,1980.0,Adrian Shergold,fr,
9100018,2023.0,Christiano Pahler,en,
775539,2007.0,Paddy Considine,en,
92240,1986.0,Paul Feig,en,
1728179,2010.0,"Øystein Runde, Torstein Jacobsen",ja,
3127022,2017.0,Uta Seibicke,en,
1523479,2009.0,Oliver Kember,it,
3845670,2016.0,Wesley Cunningham,ko,
2388637,2013.0,Andrzej Bartkowiak,en,
1183276,2010.0,Huang Zuolin,fr,
5325452,2016.0,Joe Penna,en,
3734678,2015.0,Rintaro,it,
102614,1991.0,Emile Ardolino,en,
310910,2003.0,Mark LaPore,en,
3811986,2015.0,Amy Heckerling,fr,
8613876,2019.0,Dennis Dugan,de,
365957,2004.0,Fred Schepisi,en,
8664988,2019.0,Renny Harlin,ru,
14402146,2022.0,Spike Lee,en,
486674,2008.0,Jerusha Hess,en,
122459,2000.0,Gil Kenan,en,
57358,1963.0,Clive Barker,sv,
90095,1985.0,Unknown,fr,
1703048,2010.0,John Frankenheimer,ja,
14499632,2021.0,Robert Lieberman,en,
138946,2000.0,"Mahardhika Yudha, Hafiz, Adel Pasha, Andang Kelana",en,
72353,1974.0,Bennett Miller,fr,
433771,2005.0,Jean-Jacques Andrien,en,
3254706,2013.0,Rodrigo Ruiz Patterson,it,
2952602,2014.0,Lino Escalera,cn,
1042877,2008.0,Dimitris Zahos,en,
810988,2007.0,Aleksey Fedorchenko,en,
5629964,2016.0,Simon Moore,en,
120633,1998.0,Stephen Hopkins,en,
1653690,2010.0,Ryûhei Kitamura,th,
3686272,2014.0,Mike Mitchell,es,
1308138,2009.0,Lynn Reynolds,zh,
3289712,2015.0,Nico Mastorakis,en,
7095482,2018.0,Joel Schumacher,es,
56085,1962.0,Ralph Fiennes,en,
2764784,2014.0,Phillip Noyce,de,
1880399,2017.0,Daniel Calparsoro,en,
225071,2001.0,Sam Newfield,en,
1932767,2013.0,Raja Gosnell,en,
4721124,2017.0,Kathryn Bigelow,en,
123948,1997.0,Garth Jennings,ja,
60138,1966.0,Barry Sonnenfeld,fr,
90094,1985.0,"Greg Tiernan, Conrad Vernon",en,
9196192,2020.0,David Hanright,fr,
70948,1974.0,Baek Ho-bin,en,
1659343,2012.0,David Lowery,en,
4341582,2016.0,Nora Ephron,en,
1828976,2011.0,Kelly Asbury,en,
14901058,2021.0,Sidney J. Furie,en,
12794046,2020.0,Elizabeth Allen Rosenbaum,en,
199725,2000.0,Vincent Ward,en,
1185836,2009.0,Eckhart Schmidt,en,
90685,1986.0,Woody Allen,en,
104452,1992.0,Sofia Coppola,en,
374563,2007.0,William Lustig,en,
2852458,2013.0,Hans Richter,fr,
2331047,2017.0,John Roberts,en,
2383068,2013.0,Michael Sucsy,en,
334965,2004.0,Satoru Tezuka,en,
249380,2000.0,Woody Allen,fr,
6085872,2016.0,George Clooney,it,
5827790,2020.0,"Vin Chandra, Tara Alexandra Brown",es,
1314237,2009.0,Tim Burton,fr,
37017,1944.0,Alfred Hitchcock,en,"https://m.media-amazon.com/images/M/MV5BZTBmMjUyMjItYTM4ZS00MjAwLWEyOGYtYjMyZTUxN2I3OTMxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
1481363,2009.0,Mark Romanek,ja,
804507,2007.0,Delmer Daves,it,
9239888,2019.0,Susan Johnson,it,
5616294,2018.0,Bruno Rodrigues,en,
117774,1996.0,Robert Redford,en,
6183834,2017.0,Stephen Frears,fr,
81562,1980.0,David Rodriguez,en,
367085,2004.0,Osamu Tezuka,en,
14824590,2022.0,Unknown,en,
3916378,2015.0,Jane Campion,it,
1065329,2007.0,Gorka Aguado,it,
1810864,2011.0,Fredrik Gertten,fr,
14025788,2021.0,Teri Wilson,it,
1054580,2009.0,Eli Roth,en,
11807888,2022.0,Unknown,es,
6373590,2017.0,Jasmine Quinones,it,
114906,1996.0,Trilina Mai,en,
426578,2005.0,Elly Condron,de,
1447972,2010.0,Richard Attenborough,en,
89017,1985.0,Patty Jenkins,en,
1477837,2011.0,Kar-Wai Wong,en,
2659414,2013.0,Hwang In-ho,ko,
1510938,2011.0,Luis Mariano García,en,
411270,2005.0,Jennifer Kent,fr,
9392248,2020.0,Unknown,it,
6563576,2019.0,Danny Boyle,en,
1901024,2016.0,Evgeniya Nitylkina,en,
10516984,2019.0,Garry Marshall,en,
124819,1998.0,Anthony Mandler,en,
56291,1962.0,Jonas Åkerlund,pl,
6548966,2017.0,Dai Jinyuan,ja,
15289240,2022.0,Crispian Mills,en,
1659619,2016.0,Matt Shaw,fr,
800318,2006.0,Tomás Ó Súilleabháin,en,
1827512,2011.0,Syamak Yasami,fr,
4015500,2018.0,Jessie Nelson,en,
2193265,2013.0,Clay Moffatt,en,
114011,1995.0,Laura Pop,en,
2093991,2016.0,Jaime Olías,en,
96386,1988.0,Reiff Gaskell,fr,
482629,2007.0,Dennis Hopper,en,
2517658,2014.0,Clint Eastwood,en,
7042862,2019.0,John Lee Hancock,en,
6290798,2018.0,Vysakh,en,
119313,1998.0,Unknown,en,
195234,2000.0,David Twohy,en,
274309,2002.0,Helge Kallevik,en,
14253846,2022.0,Hirokazu Kore-eda,da,
1433562,2009.0,Aman Saji Dominic,fr,
6741368,2018.0,Unknown,fr,
3876910,2021.0,Unknown,en,
4537842,2015.0,Charlotte Cynthia Wijaya,en,
97940,1989.0,Cecilia Gläsker,en,
3721954,2016.0,Rako Prijanto,en,
3169770,2015.0,Deborah Burns,es,
6471264,2017.0,Jamie Adams,de,
11051974,2020.0,Adrien Calmels Meyer,ja,
7200946,2019.0,Stan Winston,en,
418141,2004.0,Garrett White,en,
1638328,2011.0,Unknown,fr,
13234058,2021.0,Sean McNamara,en,
2298384,2013.0,Jan Kučera,fr,
1861375,2011.0,René Cardona,fr,
55913,1961.0,David S. Ward,it,
13610562,2022.0,Tereza Kopáčová-Vrabelová,en,
4981636,2016.0,Peter Berg,en,
8143990,2020.0,Hideo Nakata,en,
2505294,2014.0,Mike Leigh,en,
109127,1994.0,Alan Parker,en,
15829632,2021.0,Harold Becker,en,
3646944,2014.0,Brian Robbins,ja,
202677,2000.0,John Irvin,en,
1462667,2010.0,Robin Plessy,ja,
1572491,2010.0,Takeshi Kitano,es,
1433822,2012.0,Paul King,en,
7512574,2017.0,Marc Forster,it,
2334733,2015.0,Eric Bross,en,
3708886,2016.0,Tom McCarthy,en,
110364,1994.0,Unknown,en,
101757,1991.0,Stephen Frears,en,
160399,2001.0,Dianne Jackson,en,
1151359,2009.0,Juliet Lamont,en,
11628854,2021.0,Peter F. Bringmann,en,
323033,2004.0,Hans Fischerkoesen,en,
10307440,2020.0,Richard J. Lewis,fr,
1386691,2017.0,Tomas Alfredson,en,
199626,2003.0,Hermína Týrlová,en,
5577742,2017.0,Jonas Åkerlund,en,
89886,1985.0,Park Hoon-jung,en,
910905,2009.0,Peter Werner,en,
249478,2001.0,Danis Tanovic,en,
92695,1987.0,Lane Nakamura,en,
1434435,2010.0,Diane Catsburrow Linnet,en,
104466,1992.0,Mamoru Hosoda,en,
